Date,Open,High,Low,Close,Adj Close,Volume
2015-02-26,63.200001,63.650002,61.549999,61.724998,60.303406,1126600
2015-02-27,62,62.125,61.275002,61.825001,60.401104,596976
2015-03-02,61.450001,62.375,61.174999,61.724998,60.303406,343934
2015-03-03,62,62.25,61.525002,61.974998,60.547646,1430796
2015-03-04,62.200001,62.700001,60.75,61.450001,60.034737,1339412
2015-03-05,61.424999,61.650002,60.299999,61,59.595104,2680746
2015-03-09,60.950001,60.950001,57.650002,58.400002,57.054985,751956
2015-03-10,58.575001,59.950001,58.174999,58.549999,57.20153,1009352
2015-03-11,58.75,59.275002,57.799999,58.950001,57.592316,1155746
2015-03-12,59.25,60.849998,58.049999,60.525002,59.131046,689006
2015-03-13,61,62.25,59.275002,59.724998,58.349468,577780
2015-03-16,60,60.450001,57.5,57.924999,56.590919,1185470
2015-03-17,58.200001,59.049999,57.325001,57.900002,56.566502,667824
2015-03-18,58.200001,58.924999,57.049999,57.575001,56.248985,1089306
2015-03-19,58.200001,58.950001,58.150002,58.275002,56.932861,429630
2015-03-20,58.5,58.849998,54,56.825001,55.516258,1234958
2015-03-23,57.200001,57.400002,55.375,55.775002,54.49044,326466
2015-03-24,56,57,52.75,55.174999,53.904259,678150
2015-03-25,55.174999,55.724998,53.275002,53.700001,52.46323,508344
2015-03-26,53.5,53.700001,48.125,48.825001,47.700508,806692
2015-03-27,49,49.674999,47.049999,47.650002,46.55257,802138
2015-03-30,48.349998,49.099998,48,48.775002,47.651661,722996
2015-03-31,48.25,54.825001,48.25,51.424999,50.240623,1554002
2015-04-01,51.5,54.224998,51.5,54.025002,52.780746,370096
2015-04-06,54.75,58.625,54.650002,57.525002,56.200138,1139866
2015-04-07,57.900002,61.474998,57.900002,60.150002,58.764683,989912
2015-04-08,61,63.349998,60.849998,62.625,61.182678,621748
2015-04-09,63.299999,65.324997,63.299999,64.925003,63.42971,1474620
2015-04-10,65.300003,67.400002,65.099998,66.824997,65.285942,1518846
2015-04-13,67.75,69.199997,64.550003,65.099998,63.600674,1007038
2015-04-15,66.5,66.574997,62.5,63.625,62.159649,572990
2015-04-16,63.950001,64.5,62.349998,64.199997,62.721401,1376396
2015-04-17,64.25,65.300003,62.5,62.950001,61.500195,504964
2015-04-20,63,63.075001,57.950001,58.674999,57.32365,1242926
2015-04-21,58.650002,59.75,57,58.049999,56.713047,533012
2015-04-22,58.450001,59.650002,58.150002,58.625,57.274803,455186
2015-04-23,58.875,59.200001,57.424999,57.775002,56.444378,459374
2015-04-24,58.049999,58.200001,56.200001,56.799999,55.491833,537018
2015-04-27,57.099998,57.25,45.450001,51.5,50.3139,3333508
2015-04-28,51.75,54.950001,49.650002,51.099998,49.923111,1058500
2015-04-29,51.849998,55,51.75,53.349998,52.121292,597084
2015-04-30,53.75,53.849998,52.75,53.049999,51.828201,576072
2015-05-04,53.549999,58.950001,53.200001,57.825001,56.493225,6279986
2015-05-05,58.5,61.525002,57.125,57.974998,56.639771,1056156
2015-05-06,57.724998,58.200001,55.549999,56.400002,55.101048,1162130
2015-05-07,56.400002,57.25,54.275002,54.674999,53.415775,1181792
2015-05-08,55,55.849998,54.299999,54.599998,53.342503,589690
2015-05-11,54.950001,55,54.349998,54.525002,53.26923,668410
2015-05-12,54.825001,55,52.599998,53.075001,51.852623,437336
2015-05-13,53.474998,53.75,52.125,52.724998,51.510681,593838
2015-05-14,52.5,56.599998,51.75,55.424999,54.148502,1010286
2015-05-15,55.950001,56,54,54.375,53.122681,1179872
2015-05-18,54.5,54.75,53.924999,54.375,53.122681,567406
2015-05-19,54.5,54.625,54.049999,54.275002,53.024986,552118
2015-05-20,54.5,54.875,54.150002,54.349998,53.098259,526582
2015-05-21,54.5,54.75,54.200001,54.549999,53.293652,224362
2015-05-22,54.825001,55.174999,54,54.525002,53.26923,2872236
2015-05-25,54.825001,57.950001,54.650002,54.875,53.611168,788654
2015-05-26,55,55.174999,54,54.5,53.244808,241204
2015-05-27,54.424999,54.650002,54.25,54.525002,53.26923,302058
2015-05-28,54.900002,54.900002,53.625,54.099998,52.854015,263740
2015-05-29,54.349998,55.825001,53.25,54.900002,53.635597,1359186
2015-06-01,55.450001,56.5,54.25,55.325001,54.050808,463930
2015-06-02,55,55.349998,53.650002,54.075001,52.829597,1084834
2015-06-03,54.5,54.5,43.275002,50.924999,49.752144,1222930
2015-06-04,51.5,53.424999,51.5,52.174999,50.973351,751382
2015-06-05,52,53.224998,50.849998,51.525002,50.338326,690272
2015-06-08,52.349998,53.200001,51.049999,51.349998,50.167355,754552
2015-06-09,51.5,53.25,50.575001,52.299999,51.095474,1087576
2015-06-10,51.900002,52.950001,51.150002,51.724998,50.533714,782264
2015-06-11,51.924999,52.75,51.025002,51.674999,50.484867,618920
2015-06-12,52,52.724998,50.549999,52.099998,50.900074,1053208
2015-06-15,51.950001,53,51.950001,52.700001,51.486263,508326
2015-06-16,52.724998,53.325001,52.075001,52.974998,51.754925,343858
2015-06-17,53.200001,54.275002,53.200001,53.875,52.634201,921744
2015-06-18,53.950001,55.450001,53.950001,54.75,53.489048,637358
2015-06-19,55.400002,57.825001,55.375,56.174999,54.881229,1737276
2015-06-22,56,57.950001,56,56.924999,55.613953,533924
2015-06-23,57.299999,58.125,55.950001,56.075001,54.783527,777562
2015-06-24,56.674999,57.200001,55.625,56.349998,55.0522,1550022
2015-06-25,56.450001,57,55.5,56.575001,55.272015,1105822
2015-06-26,56.825001,57.599998,56,56.825001,55.516258,1590246
2015-06-29,55.25,57,54.950001,56.799999,55.491833,2010862
2015-06-30,56.799999,59,56.75,57.875,56.542076,884362
2015-07-01,58.25,59.950001,58.25,59.525002,58.154076,1230510
2015-07-02,61.5,68.25,61.5,65.724998,64.211288,3890376
2015-07-03,66.625,66.949997,64,65.625,64.113586,1510692
2015-07-06,65.5,72.5,65.074997,70.875,69.242676,5145638
2015-07-07,71.050003,77.449997,71.050003,76.175003,74.420609,2826568
2015-07-08,75.050003,75.900002,71.949997,74.175003,72.466667,2342314
2015-07-09,75,76.099998,73,74,72.2957,1211768
2015-07-10,74.25,75.800003,71.599998,73.150002,71.465279,10360586
2015-07-13,73.150002,75.275002,72.75,74.324997,72.613205,1078638
2015-07-14,74.650002,74.699997,72.574997,72.800003,71.123337,510490
2015-07-15,73,75,73,74.699997,72.979576,665488
2015-07-16,75.5,78.449997,74.5,77,75.226608,2037206
2015-07-17,77.699997,80.900002,77.550003,79.675003,77.840004,3053112
2015-07-20,80.25,81.800003,79.099998,80.25,78.401749,868454
2015-07-21,80.199997,81,79.150002,79.550003,77.71788,512752
2015-07-22,78.800003,82.400002,78.5,82.125,80.233574,1182440
2015-07-23,84.349998,84.974998,80.650002,81.150002,79.281029,1710238
2015-07-24,80.949997,82.699997,80.5,81.449997,79.574112,1083348
2015-07-27,80.949997,83.400002,80.25,81.599998,79.720657,1856198
2015-07-28,81.949997,83.5,81,81.449997,79.574112,1058056
2015-07-29,81.599998,82.949997,81.074997,81.550003,79.671822,909782
2015-07-30,81.75,81.925003,79,79.224998,77.400352,1698036
2015-07-31,81,84.5,81,83.224998,81.308235,2533948
2015-08-03,83.175003,84.449997,82.5,84,82.065392,617326
2015-08-04,84.025002,84.400002,82.824997,83.550003,81.625748,396592
2015-08-05,85.349998,85.349998,82.449997,82.824997,80.91745,433536
2015-08-06,82.849998,83.199997,81.175003,81.949997,80.062599,442616
2015-08-07,81.949997,83.474998,81.824997,83.324997,81.40593,1168744
2015-08-10,83.175003,86.199997,82.925003,83.400002,81.47921,888660
2015-08-11,83.949997,84.275002,82.824997,83.5,81.576904,577088
2015-08-12,82.5,83.349998,79.099998,79.550003,77.71788,670730
2015-08-13,80,80.724998,77,78.050003,76.252426,1349486
2015-08-14,78.199997,79.400002,76.199997,77.074997,75.299881,1387038
2015-08-17,77.449997,77.675003,75.550003,77.025002,75.25103,559502
2015-08-18,76.949997,77.525002,76.5,77.175003,75.397575,621690
2015-08-19,77,77.5,75.199997,75.800003,74.054245,921628
2015-08-20,73.5,74,60.650002,63.424999,61.964252,3473894
2015-08-21,62.5,67.425003,61.549999,62.5,61.060555,3258178
2015-08-24,60,62,50,50,48.84845,3495462
2015-08-25,51.450001,52.099998,45,45,43.963604,2283050
2015-08-26,44.650002,49.5,43.474998,49.200001,48.066868,4306242
2015-08-27,51.950001,54.099998,51.599998,53.900002,52.658627,2151818
2015-08-28,56,59.275002,56,59.224998,57.860981,1498898
2015-08-31,59.174999,60,58.849998,59.299999,57.934254,889470
2015-09-01,58.75,59.799999,54.5,55.150002,53.879833,1179742
2015-09-02,55.825001,57.674999,51.575001,53.924999,52.683048,1860216
2015-09-03,54.450001,54.950001,52.674999,53.099998,51.877048,2407664
2015-09-04,53,55.349998,49.125,53.450001,52.218987,1951940
2015-09-07,53.724998,54.900002,53.525002,53.724998,52.487656,1436312
2015-09-08,54.049999,54.450001,53.25,53.75,52.512077,671508
2015-09-09,54.700001,56.200001,54.625,55.299999,54.026379,707690
2015-09-10,54.5,54.849998,54.25,54.474998,53.220375,802472
2015-09-11,54.75,55.474998,54.75,55.049999,53.782135,574214
2015-09-14,55.200001,55.849998,54.900002,55.375,54.099655,1141806
2015-09-15,55.450001,55.5,54.099998,54.549999,53.293652,852788
2015-09-16,55,58.849998,55,58.049999,56.713047,1482184
2015-09-18,58.5,61.25,57.875,60.799999,59.399708,788896
2015-09-21,62.325001,63,62.325001,62.875,61.426922,767658
2015-09-22,63.150002,64.599998,62.875,63.674999,62.208496,474230
2015-09-23,63.700001,64.324997,63.5,63.825001,62.600822,1731196
2015-09-24,63.875,64.400002,63.25,63.799999,62.576302,1760754
2015-09-28,64.5,65.300003,63.5,63.674999,62.453697,819526
2015-09-29,63.950001,64.5,63.75,63.924999,62.698902,640994
2015-09-30,64.300003,64.375,63.825001,63.900002,62.674385,599390
2015-10-01,64.400002,69,64.400002,66.675003,65.396156,1109120
2015-10-05,67.900002,67.900002,66.849998,67.050003,65.763969,410392
2015-10-06,67.425003,68,66.800003,67.275002,65.98465,780310
2015-10-07,67.449997,67.949997,67,67.125,65.837524,315730
2015-10-08,67.5,67.650002,66.824997,66.974998,65.690399,676998
2015-10-09,67.449997,68,66.800003,66.925003,65.641365,570876
2015-10-12,67.375,67.5,66.550003,66.775002,65.49424,536282
2015-10-13,67.025002,67.025002,65.025002,65.449997,64.194656,359522
2015-10-14,65.599998,67.699997,64.724998,65.849998,64.586983,4659666
2015-10-15,66.099998,66.75,65.75,65.974998,64.709579,1290576
2015-10-16,66.349998,66.349998,65.75,65.974998,64.709579,336558
2015-10-19,66.300003,66.849998,65.925003,66.050003,64.78315,765262
2015-10-20,66.199997,66.25,65.75,66,64.734108,526776
2015-10-21,66.125,66.25,65.775002,66,64.734108,764940
2015-10-23,66.025002,66.400002,65.849998,65.949997,64.685066,236198
2015-10-26,66.050003,66.449997,65.800003,65.949997,64.685066,2178988
2015-10-27,66.125,67.224998,65.75,65.974998,64.709579,1945186
2015-10-28,66.050003,66.074997,64.800003,65.349998,64.096573,492172
2015-10-29,65.925003,66.074997,65.324997,65.949997,64.685066,2163234
2015-10-30,65.849998,66,65,65.300003,64.047539,600918
2015-11-02,65.5,65.75,52.25,63.025002,61.816166,2892518
2015-11-03,63.575001,64.449997,59,62.950001,61.742607,2340234
2015-11-04,63.400002,63.549999,59.799999,60.849998,59.68288,1342390
2015-11-05,61.275002,61.875,58.575001,60.200001,59.045349,577804
2015-11-06,60,60.549999,57.625,58.549999,57.426998,1251886
2015-11-09,58.75,59.200001,57.775002,58.650002,57.525082,2163958
2015-11-10,58.75,59.125,57.049999,58.299999,57.181793,741104
2015-11-13,62,63.450001,61.375,61.674999,60.492058,1644000
2015-11-16,64,73.400002,64,71.775002,70.398338,2610248
2015-11-17,75,77.525002,73.150002,74.550003,73.12011,1660954
2015-11-18,75.050003,78.425003,75,76.425003,74.959152,2952390
2015-11-19,76.949997,77.025002,72.050003,75.224998,73.782166,1909438
2015-11-20,73.75,76.824997,72.050003,75.875,74.419701,3838508
2015-11-23,81,87.199997,81,82.724998,81.138313,5356124
2015-11-24,82.5,86.5,82.5,84.875,83.247078,2312446
2015-11-26,85.650002,85.699997,84.5,85.074997,83.443237,1239340
2015-11-27,85.150002,85.349998,83.349998,84.025002,82.413383,1089070
2015-11-30,84,84.625,83.324997,84.074997,82.462418,760762
2015-12-01,84.25,86.75,83.400002,84.25,82.634064,1501400
2015-12-02,84.5,84.650002,82.625,83.5,81.898445,745704
2015-12-03,83.5,85.949997,82.625,83.349998,81.75132,411186
2015-12-04,83.5,83.5,81.900002,82.599998,81.015709,1066852
2015-12-07,82.650002,82.849998,81.875,82.375,80.795029,1163994
2015-12-08,82.400002,82.550003,81.224998,81.75,80.182014,496986
2015-12-09,81.974998,82.025002,80.525002,81.400002,79.83873,1217962
2015-12-10,81.699997,82.474998,80.800003,81.699997,80.132973,446068
2015-12-11,82,82.199997,79.525002,80.349998,78.808868,820168
2015-12-14,82.474998,84.199997,82,82.400002,80.81955,1336886
2015-12-15,84.5,84.875,81.925003,82.449997,80.868584,1209330
2015-12-16,84.5,85.349998,83.650002,85.025002,83.394203,2331818
2015-12-17,87.5,94.449997,87,93.150002,91.363358,2014074
2015-12-18,95,95.800003,83.5,90.675003,88.935837,3483372
2015-12-21,90.050003,91.900002,88.099998,88.650002,86.949677,1236018
2015-12-22,88.5,89.949997,87.75,88.349998,86.655426,1480240
2015-12-23,88.449997,89.050003,87.275002,88.025002,86.336655,672618
2015-12-24,88,88.550003,87.300003,88.324997,86.630898,782052
2015-12-28,88.25,88.724998,87.75,88.025002,86.336655,1759228
2015-12-29,88.324997,88.800003,87.650002,88.025002,86.336655,626152
2015-12-30,88.5,88.599998,86.074997,87.5,85.821732,552274
2015-12-31,87.625,88.699997,86.525002,87.25,85.576523,825510
2016-01-01,87.5,88,86.824997,87.425003,85.748169,340276
2016-01-04,87.625,92.25,87.625,89.025002,87.317474,2049398
2016-01-05,89.150002,90.449997,87.75,88.900002,87.194878,1788464
2016-01-06,90,90.400002,87.5,88.074997,86.385696,1039036
2016-01-07,88.800003,89.199997,85.599998,88.099998,86.410217,2449550
2016-01-08,88.5,89.050003,88.125,88.849998,87.145836,1009052
2016-01-11,91,92.425003,90,90.400002,88.666107,1031084
2016-01-12,90.5,91.224998,88.550003,89.25,87.538162,565284
2016-01-13,89.949997,90.5,85.324997,89.949997,88.224731,2322522
2016-01-14,89.849998,89.849998,84,85.949997,84.30146,1991722
2016-01-15,86,86.949997,80,82.75,81.162834,1435910
2016-01-18,82.775002,83.275002,80.550003,81.175003,79.61805,1835080
2016-01-19,82.5,86,82.349998,85.525002,83.884613,1526198
2016-01-20,85.5,86.25,81.900002,82.875,81.285439,1221142
2016-01-21,82.974998,83.25,77.900002,81.125,79.569008,2449358
2016-01-22,83,84.724998,82.75,84.175003,82.560509,1474036
2016-01-25,84,85.275002,83.75,85.050003,83.418724,1567036
2016-01-27,85.349998,90.5,85.099998,90.25,88.518982,1326638
2016-01-28,89.474998,92.375,88.875,91.074997,89.328156,1111360
2016-01-29,91,91.849998,90.474998,91.375,89.622406,1394494
2016-02-01,92.5,96.324997,91.824997,95.75,93.913498,1870762
2016-02-02,96.849998,100,96.25,98.5,96.610748,2169434
2016-02-03,99.050003,102.449997,99,101.275002,99.332527,1447306
2016-02-04,102,104.125,101.574997,103.699997,101.710999,1387488
2016-02-05,105.099998,106,103.300003,103.974998,101.980736,1541680
2016-02-08,104.849998,105,100.900002,102.074997,100.117172,2051350
2016-02-09,102,103.150002,101.050003,102.699997,100.730186,1337750
2016-02-10,102.5,103.900002,101.074997,101.800003,99.84745,919762
2016-02-11,101.449997,101.5,81.449997,91.025002,89.279121,1990000
2016-02-12,88.949997,97,82.900002,94.625,92.810066,2029786
2016-02-15,95.949997,102.599998,95.25,101.525002,99.577728,1895764
2016-02-16,100.800003,103.849998,96.800003,99.125,97.223755,1347632
2016-02-17,99,100.5,92.800003,98.900002,97.003075,1480378
2016-02-18,100.375,102.25,99.699997,101.824997,99.871971,1559206
2016-02-19,103.349998,103.425003,101.175003,102.099998,100.141693,583600
2016-02-22,102.449997,104,101.050003,102.300003,100.33786,1356794
2016-02-23,102.824997,103.199997,98.324997,100.074997,98.15554,1139422
2016-02-24,100.050003,104.900002,99.699997,104.275002,102.274979,892396
2016-02-25,104.974998,107.400002,103.699997,106.599998,104.555389,1278156
2016-02-26,106.75,107.125,104.925003,106.449997,104.408264,1273452
2016-02-29,106.75,108,105.974998,106.75,104.702507,524634
2016-03-01,106.5,107.400002,105.550003,106.650002,104.604431,1186318
2016-03-02,107.5,113,107.224998,110.625,108.503189,1195776
2016-03-03,110.974998,113.449997,110.849998,112.074997,109.925369,1112888
2016-03-04,111.599998,112.75,110.625,112.375,110.21962,1631236
2016-03-08,112.025002,113.099998,111.75,112.625,110.464828,356210
2016-03-09,112.5,114.449997,111.5,113.599998,111.42112,582026
2016-03-10,113.5,114.25,112.800003,113.125,110.955238,678138
2016-03-11,112.75,112.849998,112.050003,112.25,110.097015,769440
2016-03-14,112.5,113.199997,111.050003,111.324997,109.189758,1049252
2016-03-15,111.949997,112.199997,104.050003,109.75,107.644966,1327116
2016-03-16,109.949997,110.949997,109.050003,110.625,108.503189,1053492
2016-03-17,110.5,111.224998,109.699997,110.724998,108.601265,1114366
2016-03-18,110.75,110.75,106.625,107.349998,105.291,943496
2016-03-21,107.349998,107.5,101.550003,102.650002,100.681145,1516668
2016-03-22,102.5,102.5,95.5,96.300003,94.45295,1532370
2016-03-23,96.75,98.224998,94.900002,96.849998,94.992393,1727166
2016-03-28,96.900002,97.949997,94.175003,95.449997,93.619247,664268
2016-03-29,95.074997,97,94.849998,96.275002,94.428421,6238938
2016-03-30,96.949997,98.25,96.949997,97.474998,95.6054,403950
2016-03-31,97.5,99.849998,97.25,98.925003,97.027596,2380098
2016-04-01,99,101,99,99.550003,97.64061,1000208
2016-04-04,99.800003,100.224998,98.5,99.5,97.591568,970676
2016-04-05,99.5,100.400002,96.050003,98.074997,96.193893,553354
2016-04-06,97.974998,98.5,97.5,97.974998,96.09581,549372
2016-04-07,97.974998,100.5,97.050003,99.650002,97.738693,473960
2016-04-08,99.675003,103.574997,99.675003,102.474998,100.509506,335454
2016-04-11,102.474998,104,102.150002,103.025002,101.048958,656762
2016-04-12,103,103.775002,101.650002,103.150002,101.171555,464354
2016-04-13,103.449997,104.349998,102.150002,103.300003,101.31868,736970
2016-04-18,103.025002,103.349998,101.5,102.300003,100.33786,362754
2016-04-20,102.474998,102.900002,101.5,102.300003,100.33786,912772
2016-04-21,102.5,102.775002,99.349998,100.474998,98.547867,1460834
2016-04-22,100.699997,102,98.875,99.224998,97.321838,695038
2016-04-25,99.449997,100.400002,98.675003,99.199997,97.297318,1067336
2016-04-26,99,99,97.800003,98,96.120338,697812
2016-04-27,98.449997,99.449997,97.949997,98.425003,96.537186,782180
2016-04-28,98.75,99.324997,95,98.099998,96.218414,713828
2016-04-29,98.974998,99.650002,97.775002,98.125,96.242935,1878966
2016-05-02,98.224998,99.5,96.849998,98.925003,97.027596,1283626
2016-05-03,98.949997,99.5,97.925003,98.275002,96.39006,1346066
2016-05-04,98,98.5,96.900002,97.199997,95.335678,924032
2016-05-05,97.949997,97.949997,96,96.800003,94.943359,1030682
2016-05-06,96.650002,97,95.5,96.474998,94.62458,1774502
2016-05-09,96,96.550003,95.300003,95.550003,93.717331,1278956
2016-05-10,95.724998,96.275002,94.75,95.125,93.300476,1366098
2016-05-11,95.900002,96.199997,91.900002,92.425003,90.652267,2009568
2016-05-12,92.525002,94.5,92,93.425003,91.633087,1591626
2016-05-13,93.449997,94.074997,89.275002,90.650002,88.911308,1886826
2016-05-16,91,92.625,89.300003,90.875,89.131996,706080
2016-05-17,91.199997,91.25,81.449997,87.5,85.821732,1874360
2016-05-18,88.949997,89.775002,86.949997,87.349998,85.674606,3108366
2016-05-19,87.449997,87.599998,85.925003,86.25,84.595703,1243480
2016-05-20,86.775002,88.199997,85.25,86.650002,84.988037,2315170
2016-05-23,87.949997,94.949997,87.849998,89.574997,87.856934,1654446
2016-05-24,89.625,90,88.650002,89.125,87.415558,3339234
2016-05-25,89.75,89.75,86.949997,87.474998,85.797203,2799892
2016-05-26,87.900002,91,87.5,88.800003,87.096794,2438808
2016-05-27,89.199997,89.5,88.5,88.974998,87.268433,1985076
2016-05-30,90,93,89.5,90.300003,88.568024,2135846
2016-05-31,90.5,91.625,89.375,89.574997,87.856934,2996564
2016-06-01,90.699997,92.849998,89.224998,91.75,89.990211,2461634
2016-06-02,91.050003,96.349998,86,92.300003,90.529663,9821246
2016-06-03,91.724998,91.724998,85.25,85.900002,84.252419,5194672
2016-06-06,86.5,87.300003,83.849998,85.75,84.105293,6285674
2016-06-07,85.949997,86.75,84.800003,86.150002,84.497627,4344536
2016-06-08,85.199997,85.5,84.074997,84.275002,82.658585,2970638
2016-06-09,84.25,84.5,80.050003,81.425003,79.863251,2622036
2016-06-10,81.375,83.849998,81.25,83.400002,81.800369,2596322
2016-06-13,82.400002,85.75,81.75,84.449997,82.830223,4002076
2016-06-14,84.5,85.25,81.25,84.375,82.756668,9798086
2016-06-15,85,86.425003,84,84.699997,83.075432,1448328
2016-06-16,84.449997,85.550003,84.199997,85.150002,83.516808,1267064
2016-06-17,85.150002,86.974998,84.599998,85.875,84.227898,1607154
2016-06-20,85.900002,88.449997,85.550003,87.574997,85.895287,3497926
2016-06-21,87.525002,89.949997,87.199997,89.474998,87.758842,2333074
2016-06-22,89.900002,94.550003,89.75,94.025002,92.221581,4135802
2016-06-23,94.625,97.5,93.75,95.474998,93.643761,2933092
2016-06-24,93,93.75,90.199997,93.425003,91.633087,1749582
2016-06-27,94.400002,95.5,93,93.625,91.829247,2086098
2016-06-28,93.949997,96.300003,91.574997,95.525002,93.69281,2940130
2016-06-29,95.5,95.5,93.849998,94.449997,92.63842,2211630
2016-06-30,94.900002,96.349998,94,94.199997,92.393211,1969086
2016-07-01,94.199997,96,94,94.5,92.687462,2844282
2016-07-04,94.400002,99.650002,94,96.650002,94.796234,5195922
2016-07-05,96.449997,101,96.375,98.675003,96.782387,5569056
2016-07-07,98.925003,103.449997,98.900002,102.650002,100.681145,5317098
2016-07-08,102.449997,104.125,102,103.074997,101.097992,5605076
2016-07-11,103.675003,104.75,102.025002,102.849998,100.877304,2973374
2016-07-12,102.974998,105.525002,102.074997,103.425003,101.441284,4672580
2016-07-13,103.25,104,101.775002,102.400002,100.435944,3795752
2016-07-14,102.449997,102.75,101.449997,102.599998,100.632103,3724702
2016-07-15,102.699997,102.75,97.5,99.324997,97.419914,3310988
2016-07-18,98.650002,100.5,97.75,98.425003,96.537186,4657160
2016-07-19,98.425003,99.25,97.625,98.925003,97.027596,5139990
2016-07-20,98.75,99.849998,97.824997,98.324997,96.439095,6332422
2016-07-21,98,98.574997,96,97.224998,95.360199,3600878
2016-07-22,96.949997,97.949997,95.75,96.800003,94.943359,3842776
2016-07-25,95.775002,96.699997,94.150002,96.025002,94.18322,4059778
2016-07-26,95.800003,98.400002,95.25,96.224998,94.379379,4654338
2016-07-27,95.849998,97,94.300003,95.074997,93.251434,3919708
2016-07-28,95,95.5,92,93.050003,91.265282,4245418
2016-07-29,92.900002,95.25,92.625,93.800003,92.000893,4687614
2016-08-01,93.5,94.949997,93.099998,93.650002,91.853767,5224976
2016-08-02,93.875,94,92.349998,93.150002,91.363358,5221324
2016-08-03,93,94,92.5,93.275002,91.485962,5685024
2016-08-04,93,94.625,91.375,92.599998,90.823906,6212204
2016-08-05,92.5,92.75,90,91.675003,89.916656,4626916
2016-08-08,92.900002,93.25,91.775002,93.099998,91.314316,5812050
2016-08-09,93,94.025002,92.125,93.074997,91.289795,5565164
2016-08-10,92.775002,93.550003,92.275002,92.574997,90.799385,3739794
2016-08-11,92.75,93,91.800003,92.150002,90.382538,6720560
2016-08-12,92.074997,92.625,90.800003,91.5,89.745003,5203316
2016-08-16,91.050003,91.050003,81.900002,89.375,87.660759,8281530
2016-08-17,89.474998,90.949997,87.324997,88.900002,87.194878,2197504
2016-08-18,89.224998,95,88,94.175003,92.368706,7242710
2016-08-19,94.050003,96.150002,93.5,95.050003,93.226921,2717646
2016-08-22,95.824997,97.949997,94.974998,97.474998,95.6054,4673808
2016-08-23,97.75,98.5,96.900002,97.449997,95.580887,2103462
2016-08-24,97.300003,98.300003,96.949997,97.75,95.87513,4358470
2016-08-25,98,99,97.25,98.625,96.733345,3790538
2016-08-26,99,99.224998,97.099998,97.474998,95.6054,4765256
2016-08-29,99.5,102.275002,97.849998,98.675003,96.782387,4040018
2016-08-30,98.724998,99.75,96.625,98.574997,96.684303,5134214
2016-08-31,97.900002,98.474998,97.25,97.949997,96.071297,2054984
2016-09-01,98,98.074997,95.900002,97.224998,95.360199,4522446
2016-09-02,97.449997,97.5,93.949997,95.025002,93.2024,1776760
2016-09-06,97.5,101.5,97.400002,101,99.062798,4578902
2016-09-07,101.699997,102.25,99.75,100.625,98.694992,4654724
2016-09-08,98.599998,102.25,98.574997,101.800003,99.84745,4513952
2016-09-09,101,104.400002,99.75,103.900002,101.907173,4748806
2016-09-12,102,105,101,104.300003,102.2995,4410464
2016-09-14,103.5,110.5,103.5,109.875,107.76757,3528754
2016-09-15,110.5,113.449997,108,111.650002,109.508522,4702786
2016-09-16,112.25,114.449997,109.5,112,109.851814,4658924
2016-09-19,110,113.75,110,113.324997,111.151398,3299728
2016-09-20,113.5,115.474998,113.349998,114.224998,112.034134,2361510
2016-09-21,114.474998,115.800003,114,114.425003,112.230301,2002034
2016-09-22,115,115.824997,113.550003,114.449997,113.494652,1046262
2016-09-23,115.474998,115.474998,113.25,114.824997,113.866524,974070
2016-09-26,114.474998,116,113.650002,115.449997,114.486305,2282610
2016-09-27,116,118.925003,116,117.224998,116.24649,983820
2016-09-28,117.5,118.675003,115.775002,117.699997,116.717522,1068984
2016-09-29,118,120,116.5,118.800003,117.80835,2425054
2016-09-30,119.949997,119.974998,116.699997,119.775002,118.775208,1155210
2016-10-03,120,120.5,117.75,119.099998,118.105835,1970158
2016-10-04,118.425003,119.5,116.574997,116.974998,115.998573,2101144
2016-10-05,117.949997,119.900002,116.349998,119.675003,118.676041,4523624
2016-10-06,119.775002,120.5,118.050003,119.599998,118.601662,2146802
2016-10-07,119.050003,119.75,117.5,117.800003,116.816696,1815894
2016-10-10,117.949997,119.5,117.800003,118.925003,117.932304,2163844
2016-10-13,118.5,119.75,117.125,118.824997,117.83313,2454452
2016-10-14,118.5,119.449997,117.5,117.849998,116.866272,1735410
2016-10-17,118.050003,118.574997,117,117.775002,116.791901,2204122
2016-10-18,118.449997,119.800003,117.875,118.724998,117.733971,3310948
2016-10-19,118.724998,119.900002,117.25,118.199997,117.213348,2481316
2016-10-20,118.449997,120.900002,116.574997,118.300003,117.312523,2186176
2016-10-21,118.025002,119.5,117.5,118.349998,117.362099,1878844
2016-10-24,118.75,119.425003,117.025002,118.375,117.386894,2069962
2016-10-25,118.125,119.574997,117.224998,118.650002,117.659599,2059214
2016-10-26,118.5,121.5,118.25,120.125,119.122284,2144718
2016-10-27,119.875,122.25,119.650002,121.974998,120.956841,2056814
2016-10-28,123.449997,126,122.599998,125.449997,124.402832,1299436
2016-11-01,126.25,127.875,126.25,127.125,126.06385,2175522
2016-11-02,127,127,122.775002,123.599998,122.568275,2481490
2016-11-03,123.949997,126.400002,122.625,125.224998,124.17971,2623886
2016-11-04,125.599998,126.800003,123.75,124.474998,123.435974,1687990
2016-11-07,125.449997,130,124.900002,127.5,126.435722,3642916
2016-11-08,127.5,130.725006,126.5,130.300003,129.212357,3346366
2016-11-09,126,130.675003,120.150002,129.274994,128.195908,4024270
